id,source_files,source_lines,owner,claim_type,subtype,claim_text,expected_value,doc_says,code_says,vps_says,status,suggested_fix,notes
c-0075,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,523,owned,behavioral,golden_test,Golden tests require --dry-run-payload output to be byte-identical modulo timestamps.,byte-identical payload except timestamps,,,,UNVERIFIABLE,,
c-0076,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,527,owned,behavioral,legacy_behavior,download_transcript.py <url> keeps transcript-only behavior and internally calls extract.py --no-frames.,legacy no-style path delegates to extract.py --no-frames,,,,UNVERIFIABLE,,
c-0077,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,528,owned,behavioral,delegation,download_transcript.py <url> <style> delegates to run.py.,delegates to run.py,,,,UNVERIFIABLE,,
c-0078,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,537,owned,concrete,policy,"The tool does not bypass DRM, paywalls, or authentication.",False,"
- The user is responsible for having rights to access and process the media.
- The tool does not bypass DRM, paywalls, or authentication.
- Cookie-based access (via `yt-dlp --cookies-from-browser`) is supported but cookies stay local and are never logged or transmitted by this tool.
- Downloaded me",,,UNVERIFIABLE,,
c-0079,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,538,owned,concrete,cli_flag,Cookie-based access uses yt-dlp --cookies-from-browser and cookies stay local.,--cookies-from-browser,"- The user is responsible for having rights to access and process the media.
- The tool does not bypass DRM, paywalls, or authentication.
- Cookie-based access (via `yt-dlp --cookies-from-browser`) is supported but cookies stay local and are never logged or transmitted by this tool.
- Downloaded med",,,MATCH,,
c-0080,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,548,owned,behavioral,dod_condition,Definition of done requires uv run pytest to pass including four golden-output fixtures.,pytest pass with four golden fixtures,,probe skipped: disabled,,UNVERIFIABLE,,
c-0081,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,552,owned,behavioral,doctor_manual_check,Definition of done includes a successful real-key run of models.py doctor --profile gemini-3-flash.,doctor passes for gemini-3-flash,,,,UNVERIFIABLE,,
c-0082,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,554,owned,behavioral,negative_test,Injecting fabricated seg#9999 in LLM mock should cause distill.py to exit 1.,exit code 1 on fabricated citation,,,,UNVERIFIABLE,,
c-0083,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,557,owned,concrete,source_hygiene_rule,Shipped source must contain no TODO or XXX markers.,"['TODO', 'XXX']",,probe skipped: disabled,,UNVERIFIABLE,,
c-0084,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,579,owned,concrete,repository_layout_decision,claude-video is to be vendored at vendor/claude_video/.,vendor/claude_video/,"**Options:** vendor at `vendor/claude_video/`; submodule; fork; install as Claude skill.

**Chosen.** Vendor at `vendor/claude_video/`.

**Why.** Easiest to modify when adapting (programmatic calls instead of skill harness). Submodule rejected (Python imports across submodule boundary are awkward). ",,,MATCH,,
c-0085,CLAUDE.md,13,owned,concrete,command,The dependency installation command is `uv sync`.,uv sync,"## Entry points

| File | Purpose |
|---|---|
| `extract.py` | Phase 1 orchestrator: source → transcript → frames → OCR → manifest |","./docs/audits/2026-05-07/claims.curated.yaml:1160:  claim_text: The dependency installation command is `uv sync`.
./docs/audits/2026-05-07/claims.curated.yaml:1161:  expected_value: uv sync
./docs/audits/2026-05-07/claims.curated.yaml:1931:  claim_text: The install command is uv sync.
./docs/audits/",,DRIFT,"reconcile sources; vps says: ./docs/audits/2026-05-07/claims.curated.yaml:1160:  claim_text: The dependency installation command is `uv sync`.
./docs/audits/2026-05-07/claims.curated.yaml:1161:  expected_value: uv sync
./docs/audits/2026-05-07/claims.curated.yaml:1931:  claim_text: The install command is uv sync.
./docs/audits/2026-05-07/claims.curated.yaml:1932:  expected_value: uv sync
./docs/audits/2026-05-07/claims.verified.yaml:1553:  claim_text: The dependency installation command is `uv sync`.",
c-0086,CLAUDE.md,16,owned,concrete,command,The main transcript downloader is run with `uv run python download_transcript.py`.,uv run python download_transcript.py,"|---|---|
| `extract.py` | Phase 1 orchestrator: source → transcript → frames → OCR → manifest |
| `distill.py` | Phase 2 orchestrator: artifacts → enrich → frame select → LLM → markdown + JSON |
| `run.py` | Convenience wrapper: `extract → distill` |
| `clean.py` | Storage management; dry-run by de","./docs/audits/2026-05-07/claims.curated.yaml:1173:  claim_text: The main transcript downloader is run with `uv run python download_transcript.py`.
./docs/audits/2026-05-07/claims.curated.yaml:1174:  expected_value: uv run python download_transcript.py
./docs/audits/2026-05-07/claims.verified.yaml:15",,DRIFT,"reconcile sources; vps says: ./docs/audits/2026-05-07/claims.curated.yaml:1173:  claim_text: The main transcript downloader is run with `uv run python download_transcript.py`.
./docs/audits/2026-05-07/claims.curated.yaml:1174:  expected_value: uv run python download_transcript.py
./docs/audits/2026-05-07/claims.verified.yaml:1585:  claim_text: The main transcript downloader is run with `uv run python download_transcript.py`.
./docs/audits/2026-05-07/claims.verified.yaml:1586:  expected_value: uv run python download_transcript.py
./docs/audits/2026-05-07/claims.verified.yaml:1595:    uv run python download_transcript.py",
c-0087,CLAUDE.md,19,owned,concrete,command,The virtual environment can be activated with `source .venv/bin/activate`.,source .venv/bin/activate,"| `run.py` | Convenience wrapper: `extract → distill` |
| `clean.py` | Storage management; dry-run by default |
| `models.py` | Profile resolution + `doctor` capability checks; also a CLI subcommand |
| `download_transcript.py` | Legacy entry point, kept for backward compat. Delegates to `run.py` wh","./docs/audits/2026-05-07/claims.verified.yaml:1615:  claim_text: The virtual environment can be activated with `source .venv/bin/activate`.
./docs/audits/2026-05-07/claims.verified.yaml:1616:  expected_value: source .venv/bin/activate
./docs/audits/2026-05-07/claims.verified.yaml:1625:    source .ve",,DRIFT,"reconcile sources; vps says: ./docs/audits/2026-05-07/claims.verified.yaml:1615:  claim_text: The virtual environment can be activated with `source .venv/bin/activate`.
./docs/audits/2026-05-07/claims.verified.yaml:1616:  expected_value: source .venv/bin/activate
./docs/audits/2026-05-07/claims.verified.yaml:1625:    source .venv/bin/activate
./docs/audits/2026-05-07/claims.verified.yaml:1631:    The virtual environment can be activated with `source .venv/bin/activate`.
./docs/audits/2026-05-07/claims.verified.yaml:1634:    source .venv/bin/activate'",
c-0088,CLAUDE.md,24,owned,concrete,file_path,The repository contains a script named `download_transcript.py`.,download_transcript.py,"## Library modules

| File | Purpose |
|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |",path exists: download_transcript.py,,DRIFT,reconcile sources; vps says: path exists: download_transcript.py,
c-0089,CLAUDE.md,25,owned,concrete,function_name,`download_transcript.py` defines a function named `get_safe_title(video_id)`.,get_safe_title(video_id),"
| File | Purpose |
|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |",,,UNVERIFIABLE,,
c-0090,CLAUDE.md,25,owned,behavioral,behavior,Calling `get_safe_title(video_id)` fetches a video title via yt-dlp and sanitizes it for filesystem use.,fetches title via yt-dlp and sanitizes for filesystem,"
| File | Purpose |
|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |",,,UNVERIFIABLE,,
c-0091,CLAUDE.md,26,owned,concrete,function_name,"`download_transcript.py` defines a function named `download_transcript(video_id, output_dir)`.","download_transcript(video_id, output_dir)","| File | Purpose |
|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rap",,,UNVERIFIABLE,,
c-0092,CLAUDE.md,26,owned,behavioral,behavior,"Running `download_transcript(video_id, output_dir)` downloads a transcript and saves two output formats.",downloads transcript and writes two output formats,"| File | Purpose |
|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rap",,,UNVERIFIABLE,,
c-0093,CLAUDE.md,27,owned,concrete,file_name,One transcript output file is named `formatted_transcript.txt`.,formatted_transcript.txt,"|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.",,,UNVERIFIABLE,,
c-0094,CLAUDE.md,27,owned,concrete,format,`formatted_transcript.txt` uses a timestamped `start|text` format.,start|text,"|---|---|
| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.",,,UNVERIFIABLE,,
c-0095,CLAUDE.md,28,owned,concrete,file_name,Another transcript output file is named `clean_text.txt`.,clean_text.txt,"| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.json` I/O ",,,UNVERIFIABLE,,
c-0096,CLAUDE.md,28,owned,concrete,format,`clean_text.txt` contains plain text without timestamps.,plain text without timestamps,"| `manifest.py` | `artifact_manifest.json` read/write + per-file integrity tracking |
| `transcript.py` | 4-tier chain: youtube-transcript-api → pytube → yt-dlp → whisper |
| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.json` I/O ",,,UNVERIFIABLE,,
c-0097,CLAUDE.md,30,owned,concrete,file_path,The repository contains `main.py`.,main.py,"| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.json` I/O |
| `frame_select.py` | Perceptual-hash scene detection + anchored even-spacing + token-budget cap |
| `enrichment.py` | Splice frame OCR into transcript at frame timestamps",path exists: main.py,,DRIFT,reconcile sources; vps says: path exists: main.py,
c-0098,CLAUDE.md,30,owned,concrete,status,`main.py` is an unused placeholder entry point.,placeholder entry point (unused),"| `frame_ocr.py` | RapidOCR wrapper, 5-class classifier (code / slide / ui / diagram / other), rapidfuzz dedup, `ocr.json` I/O |
| `frame_select.py` | Perceptual-hash scene detection + anchored even-spacing + token-budget cap |
| `enrichment.py` | Splice frame OCR into transcript at frame timestamps",,,UNVERIFIABLE,,
c-0099,CLAUDE.md,34,owned,behavioral,output_behavior,Each downloaded video creates a directory named from a sanitized video title.,creates per-video directory named with sanitized title,"| `citation.py` | Citation token regex (`seg#`, `frame_NNN_t-MM-SS`, `cluster_id=cN`, `t=MM:SS`) + extract + validate |
| `distill_render.py` | `distill_result.json` → Obsidian-ready markdown with frontmatter |

## Config & contracts
",,,UNVERIFIABLE,,
c-0100,CLAUDE.md,37,owned,behavioral,output_behavior,Generated directories include `formatted_transcript.txt` with one `timestamp|text` entry per line.,formatted_transcript.txt has timestamp|text per line,"## Config & contracts

- `models.yaml` — model profiles. Default `gemini-3-flash`. Adding a new profile is one YAML entry, zero code changes.
- `prompts/distill_contract_v1.md` — the citation contract sent to every LLM call. Every technical claim in output must cite at least one of: transcript segme",,,UNVERIFIABLE,,
c-0101,CLAUDE.md,38,owned,behavioral,output_behavior,Generated directories include `clean_text.txt` containing concatenated plain text.,clean_text.txt contains concatenated plain text,"
- `models.yaml` — model profiles. Default `gemini-3-flash`. Adding a new profile is one YAML entry, zero code changes.
- `prompts/distill_contract_v1.md` — the citation contract sent to every LLM call. Every technical claim in output must cite at least one of: transcript segment, frame, cluster, or",,,UNVERIFIABLE,,
c-0102,CLAUDE.md,43,owned,concrete,dependency,The project depends on `youtube-transcript-api`.,youtube-transcript-api,"## Vendored

`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are d",,,UNVERIFIABLE,,
c-0103,CLAUDE.md,43,owned,behavioral,behavior,`youtube-transcript-api` is used to fetch YouTube auto-generated and manual transcripts.,fetches YouTube auto-generated/manual transcripts,"## Vendored

`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are d",,,UNVERIFIABLE,,
c-0104,CLAUDE.md,44,owned,concrete,dependency,The project depends on `yt-dlp`.,yt-dlp,"
`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are documented in",,,UNVERIFIABLE,,
c-0105,CLAUDE.md,44,owned,behavioral,behavior,"`yt-dlp` is used to extract video metadata, specifically title.",extracts video title metadata,"
`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are documented in",,,UNVERIFIABLE,,
c-0106,CLAUDE.md,45,owned,concrete,dependency,`pytube` is present as a dependency.,pytube,`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are documented in ,,,UNVERIFIABLE,,
c-0107,CLAUDE.md,45,owned,concrete,status,`pytube` is currently unused.,unused,`vendor/claude_video/` — frozen at upstream commit `755c157`. Frame extraction (`frames.py`) and Whisper helpers (`whisper.py`) are called from `extract.py` and `transcript.py`. Note the underscore directory name; Python imports require it. Upstream pin and any local modifications are documented in ,,,UNVERIFIABLE,,
c-0108,prompts/distill_contract_v1.md,8,owned,concrete,citation_format,Transcript segment citations use the format seg#NNN.,seg#NNN,"1. **No unsupported claims.** Every technical statement, step, code snippet, UI
   observation, or diagram interpretation must cite at least one of:
   - a transcript segment ID like `seg#NNN`
   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like ",,,MATCH,,
c-0109,prompts/distill_contract_v1.md,9,owned,concrete,citation_format,Frame ID citations may use frame_NNN_t-MM-SS.,frame_NNN_t-MM-SS,"   observation, or diagram interpretation must cite at least one of:
   - a transcript segment ID like `seg#NNN`
   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`",,,MATCH,,
c-0110,prompts/distill_contract_v1.md,9,owned,concrete,citation_format,Frame ID citations may use short form frame_NNN.,frame_NNN,"   observation, or diagram interpretation must cite at least one of:
   - a transcript segment ID like `seg#NNN`
   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`",,,MATCH,,
c-0111,prompts/distill_contract_v1.md,10,owned,concrete,citation_format,Code-frame cluster citations use the format cluster_id=cN.,cluster_id=cN,"   - a transcript segment ID like `seg#NNN`
   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`
   Statements without a citation are forbidden.",,,MATCH,,
c-0112,prompts/distill_contract_v1.md,11,owned,concrete,citation_format,Bare timestamp citations may use t=MM:SS.,t=MM:SS,"   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`
   Statements without a citation are forbidden.
",,,MATCH,,
c-0113,prompts/distill_contract_v1.md,11,owned,concrete,citation_format,Bare timestamp range citations may use t=MM:SS–MM:SS.,t=MM:SS–MM:SS,"   - a frame ID like `frame_NNN_t-MM-SS` (or its short form `frame_NNN`)
   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`
   Statements without a citation are forbidden.
",,,MATCH,,
c-0114,prompts/distill_contract_v1.md,12,owned,behavioral,citation_requirement,Statements without a citation are forbidden.,uncited statements are forbidden,"   - a code-frame cluster ID like `cluster_id=cN`
   - a bare timestamp range `t=MM:SS` or `t=MM:SS–MM:SS`
   Statements without a citation are forbidden.

2. **Preserve uncertainty.** When OCR text in the transcript is marked",,,UNVERIFIABLE,,
c-0115,prompts/distill_contract_v1.md,15,owned,behavioral,transformation_rule,"If OCR text is marked ~approximate, emitted code blocks propagate the ~approximate marker.",propagates ~approximate marker into emitted code blocks,"
2. **Preserve uncertainty.** When OCR text in the transcript is marked
   `~approximate`, propagate the marker into any code block you emit from it.
   When the input announces `transcript_quality: low` or `none`, say so in the
   `## Quality Note` section of your output.",,,UNVERIFIABLE,,
c-0116,prompts/distill_contract_v1.md,16,owned,concrete,field_value,The input may include transcript_quality values low or none.,"['low', 'none']","2. **Preserve uncertainty.** When OCR text in the transcript is marked
   `~approximate`, propagate the marker into any code block you emit from it.
   When the input announces `transcript_quality: low` or `none`, say so in the
   `## Quality Note` section of your output.
",,,UNVERIFIABLE,,
c-0117,prompts/distill_contract_v1.md,17,owned,behavioral,section_requirement,"When transcript_quality is low or none, the output states this in the ## Quality Note section.",quality state is reported in ## Quality Note,"   `~approximate`, propagate the marker into any code block you emit from it.
   When the input announces `transcript_quality: low` or `none`, say so in the
   `## Quality Note` section of your output.

3. **Required sections** (in this order; omit any that have no content):",,,UNVERIFIABLE,,
c-0118,prompts/distill_contract_v1.md,20,owned,concrete,section_name,A required section is named ## Summary.,## Summary,"
3. **Required sections** (in this order; omit any that have no content):
   - `## Summary` — 2–4 sentence overview.
   - `## Key Points` — bulleted, each with citation(s).
   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.",,,MATCH,,
c-0119,prompts/distill_contract_v1.md,20,owned,concrete,numeric_range,The ## Summary section length is 2–4 sentences.,2-4,"
3. **Required sections** (in this order; omit any that have no content):
   - `## Summary` — 2–4 sentence overview.
   - `## Key Points` — bulleted, each with citation(s).
   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.",,,UNVERIFIABLE,,
c-0120,prompts/distill_contract_v1.md,21,owned,concrete,section_name,A required section is named ## Key Points.,## Key Points,"3. **Required sections** (in this order; omit any that have no content):
   - `## Summary` — 2–4 sentence overview.
   - `## Key Points` — bulleted, each with citation(s).
   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.
   - `## Code` — fenced code blocks with ",,,MATCH,,
c-0121,prompts/distill_contract_v1.md,22,owned,concrete,section_name,A required section is named ## Steps / Walkthrough.,## Steps / Walkthrough,"   - `## Summary` — 2–4 sentence overview.
   - `## Key Points` — bulleted, each with citation(s).
   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.
   - `## Code` — fenced code blocks with language hints, each with citation(s).
   - `## Tools & References` — nam",,,MATCH,,
c-0122,prompts/distill_contract_v1.md,23,owned,concrete,section_name,A required section is named ## Code.,## Code,"   - `## Key Points` — bulleted, each with citation(s).
   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.
   - `## Code` — fenced code blocks with language hints, each with citation(s).
   - `## Tools & References` — names of tools, libraries, URLs mentioned, wit",,,MATCH,,
c-0123,prompts/distill_contract_v1.md,24,owned,concrete,section_name,A required section is named ## Tools & References.,## Tools & References,"   - `## Steps / Walkthrough` — numbered, each with citation(s). Skip if not a how-to.
   - `## Code` — fenced code blocks with language hints, each with citation(s).
   - `## Tools & References` — names of tools, libraries, URLs mentioned, with citations.
   - `## Visual Evidence Used` — list each ",,,MATCH,,
c-0124,prompts/distill_contract_v1.md,25,owned,concrete,section_name,A required section is named ## Visual Evidence Used.,## Visual Evidence Used,"   - `## Code` — fenced code blocks with language hints, each with citation(s).
   - `## Tools & References` — names of tools, libraries, URLs mentioned, with citations.
   - `## Visual Evidence Used` — list each frame ID you describe, with one-line interpretations.
   - `## Open Questions` — anythi",,,MATCH,,
c-0125,prompts/distill_contract_v1.md,26,owned,concrete,section_name,A required section is named ## Open Questions.,## Open Questions,"   - `## Tools & References` — names of tools, libraries, URLs mentioned, with citations.
   - `## Visual Evidence Used` — list each frame ID you describe, with one-line interpretations.
   - `## Open Questions` — anything ambiguous in the input.
   - `## Quality Note` — required only when transcrip",,,MATCH,,
c-0126,prompts/distill_contract_v1.md,27,owned,concrete,section_name,A required section is named ## Quality Note.,## Quality Note,"   - `## Visual Evidence Used` — list each frame ID you describe, with one-line interpretations.
   - `## Open Questions` — anything ambiguous in the input.
   - `## Quality Note` — required only when transcript_quality < high or unresolved citations.

4. **No hallucinated visual content.** Do not i",,,MATCH,,
c-0127,prompts/distill_contract_v1.md,27,owned,behavioral,conditional_requirement,The ## Quality Note section is required only when transcript_quality is below high or citations remain unresolved.,required only when transcript_quality < high or unresolved citations,"   - `## Visual Evidence Used` — list each frame ID you describe, with one-line interpretations.
   - `## Open Questions` — anything ambiguous in the input.
   - `## Quality Note` — required only when transcript_quality < high or unresolved citations.

4. **No hallucinated visual content.** Do not i",,,MATCH,,
c-0128,prompts/distill_contract_v1.md,30,owned,behavioral,prohibition,Visual content not present in OCR text must not be inferred.,no inferred frame text beyond OCR,"
4. **No hallucinated visual content.** Do not infer text that is in a frame
   but is not in the OCR. When you describe a frame in `Visual Evidence Used`,
   prefix the description with `frame_NNN observation:`.
",,,UNVERIFIABLE,,
c-0129,prompts/distill_contract_v1.md,32,owned,behavioral,prefix_requirement,Descriptions in Visual Evidence Used are prefixed with 'frame_NNN observation:'.,frame_NNN observation:,"   but is not in the OCR. When you describe a frame in `Visual Evidence Used`,
   prefix the description with `frame_NNN observation:`.

5. **Style guide overlay.** Apply the user-supplied style guide to tone and
   structure, but it does NOT override the citation requirement. If the style",,,MATCH,,
c-0130,prompts/distill_contract_v1.md,35,owned,behavioral,precedence_rule,"If style guide and contract conflict, the contract takes precedence.",contract overrides style guide on conflict,"5. **Style guide overlay.** Apply the user-supplied style guide to tone and
   structure, but it does NOT override the citation requirement. If the style
   guide and this contract conflict, this contract wins.

End every section's content; do not leave placeholders. If a section has",,,UNVERIFIABLE,,
c-0131,prompts/distill_contract_v1.md,37,owned,behavioral,placeholder_rule,Sections with no content are omitted entirely and must not use 'N/A' placeholders.,omit empty sections; do not write N/A,"   guide and this contract conflict, this contract wins.

End every section's content; do not leave placeholders. If a section has
nothing to say, omit it entirely (do not write ""N/A"").",,,UNVERIFIABLE,,
c-0132,prompts/distill_contract_v1.md,41,owned,concrete,path,A summary file is written to /tmp/opencode-task-extract-distill-contract-v1-md-4a18c2b1ec-summary.md.,/tmp/opencode-task-extract-distill-contract-v1-md-4a18c2b1ec-summary.md,,path missing: /tmp/opencode-task-extract-distill-contract-v1-md-4a18c2b1ec-summary.md,,DRIFT,reconcile sources; vps says: path missing: /tmp/opencode-task-extract-distill-contract-v1-md-4a18c2b1ec-summary.md,
c-0133,prompts/distill_contract_v1.md,42,owned,concrete,summary_fields,"The concise summary includes files changed, what was done, and any issues found.","['files changed', 'what was done', 'any issues found']",,,,UNVERIFIABLE,,
c-0134,README.md,10,owned,concrete,command_name,The pipeline includes a script named extract.py.,extract.py,"
```
extract.py  ─►  Generated_Data/<title>/  ─►  distill.py
   │           transcript + frames +          │
   │           ocr.json + manifest            ▼","./distill.py:47:        print(f""no manifest at {manifest_path}; run extract.py first"", file=sys.stderr)
./run.py:1:""""""Convenience wrapper: extract.py -> distill.py.""""""
./docs/audits/2026-05-07/claims.curated.yaml:117:  probe: uv run python extract.py <url-or-path> && uv run python extract.py <url-or",,MATCH,,
c-0135,README.md,10,owned,concrete,path,Artifacts are stored under Generated_Data/<title>/.,Generated_Data/<title>/,"
```
extract.py  ─►  Generated_Data/<title>/  ─►  distill.py
   │           transcript + frames +          │
   │           ocr.json + manifest            ▼",path missing: Generated_Data/<title>,,DRIFT,reconcile sources; vps says: path missing: Generated_Data/<title>,
c-0136,README.md,10,owned,concrete,command_name,The pipeline includes a script named distill.py.,distill.py,"
```
extract.py  ─►  Generated_Data/<title>/  ─►  distill.py
   │           transcript + frames +          │
   │           ocr.json + manifest            ▼","./docs/audits/2026-05-07/claims.curated.yaml:102:  probe: uv run python distill.py <title-or-dir> <style> && grep -Eo 'seg#|frame_[0-9]{3}|t=[0-9]{2}:[0-9]{2}'
./docs/audits/2026-05-07/claims.curated.yaml:245:  claim_text: distill.py is a top-level CLI command in the architecture.
./docs/audits/2026",,MATCH,,
c-0137,README.md,12,owned,concrete,file_name,The extraction artifacts include ocr.json.,ocr.json,"extract.py  ─►  Generated_Data/<title>/  ─►  distill.py
   │           transcript + frames +          │
   │           ocr.json + manifest            ▼
   │                                     <title>_<style>.md
   ▼                                     <title>_<style>.distill_result.json",,,MATCH,,
c-0138,README.md,22,owned,behavioral,idempotency,Re-running extract.py skips work when outputs are still intact.,re-run skips intact outputs,"```

`extract.py` is idempotent — re-running skips work whose outputs are still intact. `distill.py` runs scene-change-aware frame selection, builds a multimodal payload, validates the model can actually do what its profile claims (`doctor`), then calls the LLM and validates every citation in the re",probe skipped: disabled,,DRIFT,reconcile sources; vps says: probe skipped: disabled,
c-0139,README.md,22,owned,behavioral,command_flow,run.py chains extract.py and distill.py for one-shot use.,extract then distill,"```

`extract.py` is idempotent — re-running skips work whose outputs are still intact. `distill.py` runs scene-change-aware frame selection, builds a multimodal payload, validates the model can actually do what its profile claims (`doctor`), then calls the LLM and validates every citation in the re",,,UNVERIFIABLE,,
c-0140,README.md,26,owned,concrete,version,Supported Python versions are 3.11 to 3.12.,"['3.11', '3.12']","## Install

Requires Python 3.11–3.12 (the lower bound is forced by `rapidocr-onnxruntime` wheels), [uv](https://docs.astral.sh/uv/), and `ffmpeg`/`ffprobe` on PATH.

```bash",,,UNVERIFIABLE,,
c-0141,README.md,26,owned,concrete,dependency,uv is a required tool.,uv,"## Install

Requires Python 3.11–3.12 (the lower bound is forced by `rapidocr-onnxruntime` wheels), [uv](https://docs.astral.sh/uv/), and `ffmpeg`/`ffprobe` on PATH.

```bash",,,MATCH,,
c-0142,README.md,26,owned,concrete,dependency,ffmpeg must be available on PATH.,ffmpeg,"## Install

Requires Python 3.11–3.12 (the lower bound is forced by `rapidocr-onnxruntime` wheels), [uv](https://docs.astral.sh/uv/), and `ffmpeg`/`ffprobe` on PATH.

```bash",,,MATCH,,
c-0143,README.md,26,owned,concrete,dependency,ffprobe must be available on PATH.,ffprobe,"## Install

Requires Python 3.11–3.12 (the lower bound is forced by `rapidocr-onnxruntime` wheels), [uv](https://docs.astral.sh/uv/), and `ffmpeg`/`ffprobe` on PATH.

```bash",,,MATCH,,
